data;ora;numestudent;prenumestudent;numeprofesor;prenumeprofesor;nota
'2015.04.07';'02.36.13';'Tarman';'Thomas A';'Terpstra';'Wayne';'8'
'2014.24.02';'21.13.53';'Pitard';'Steven';'Kniefel';'Twila';'10'
'2017.16.09';'18.16.05';'Medina';'Theresa';'Holder';'Mary';'9'
'2014.03.11';'21.14.38';'Wei';'Tammy';'Greenwood';'Elida';'6'
'2017.14.05';'08.17.31';'Harris';'Gene';'Evperprises';'Bayram';'7'
'2014.26.01';'00.06.20';'Matthews';'Mark';'Trimble';'David';'6'
'2017.06.01';'19.55.30';'Campbell';'Stan';'Stolmeier';'Vince';'6'
'2014.30.04';'14.28.50';'Tanaka';'Ted';'Keller';'Hymie';'10'
'2013.22.10';'17.28.18';'Turner';'George';'Gianelli';'Richard';'8'
'2016.18.10';'22.18.00';'Larkin';'Greg';'Gianelli';'Richard';'8'
'2013.07.08';'04.13.03';'Lackey';'Larrel';'Hamilton';'David';'7'
'2015.24.09';'23.21.51';'Perez';'Jose';'Vogel';'Randy';'10'
'2014.12.09';'01.29.08';'Tallcot';'Connie';'Kempf';'Fred';'5'
'2013.15.09';'06.29.27';'Jimenez';'Terry';'Ruga';'Glenn';'10'
'2017.04.09';'21.03.36';'Terrazas';'Alfredo';'Herston';'Robbie';'8'
'2015.02.04';'20.47.46';'Kwong';'Judy';'Santos';'Eldis';'6'
'2015.21.12';'10.43.15';'Taylor';'Cheyenne';'Hults';'Bob';'9'
'2016.30.09';'03.29.35';'Williams';'Ted';'Byers';'Ray';'6'
'2013.01.12';'06.38.55';'Nguyen';'Sang';'Hults';'Bob';'10'
'2015.06.01';'02.32.37';'Tang';'Peter S';'Udovich';'Dean';'10'
'2014.21.08';'12.58.51';'Brown';'Ted';'Maynes';'Eric';'10'
'2016.10.10';'19.02.20';'Wagner';'Theodore';'Terpstra';'Wayne';'7'
'2014.07.11';'17.48.02';'Rogers';'Tammy';'Keller';'Hymie';'7'
'2016.28.12';'15.22.34';'Smith';'Nona';'Stolmeier';'Vince';'5'
'2017.11.10';'06.38.41';'Schlemeier';'Terry G';'Tuggle';'Jack';'7'
'2014.06.02';'06.16.02';'Still';'Wendell';'Santos';'Eldis';'4'
'2015.03.09';'22.08.45';'Tate';'Thomas B';'Marcotte';'Ken';'8'
'2016.06.01';'21.26.42';'Mylar';'Steve';'Siler';'Chuck';'7'
'2015.12.10';'02.28.05';'Moore';'Shelly';'Ruga';'Glenn';'9'
'2013.30.11';'08.05.41';'Robertson';'James';'Thomas';'Tobby';'6'
'2014.16.08';'16.40.55';'Lamoureux';'Erin';'Morrow';'Duncan';'7'
'2018.01.03';'18.15.08';'Granados';'Jr Enrique';'Keller';'Hymie';'10'
'2017.22.12';'07.15.27';'Tolerton';'William';'Thomas';'Tobby';'6'
'2017.30.04';'11.33.27';'Tenca';'Frederick';'Alvarez';'Mauricio A';'7'
'2017.12.04';'17.00.57';'Diaz';'Priscilla';'Santos';'Eldis';'4'
'2014.02.04';'06.42.42';'Moon';'Helen';'Terpstra';'Wayne';'8'
'2018.16.04';'19.42.12';'Ramirez';'Michael';'Walter';'Ralph';'9'
'2017.23.02';'09.54.15';'Chen';'Phil';'Medley';'Michelle';'7'
'2016.07.06';'07.11.55';'Mercier';'Larry';'Morar';'Satish';'7'
'2016.12.04';'21.31.26';'Hofsess';'Troy';'Olson';'Liz';'8'
'2014.19.01';'15.13.36';'Dunn';'Colleen';'Vitt';'Lance';'9'
'2016.14.06';'11.21.37';'Nguyen';'Tho';'Ruark';'Keith';'7'
'2016.04.07';'09.13.55';'Simmons';'Raleigh';'Ginsberg';'Ben';'6'
'2017.30.07';'16.07.38';'Trahan';'Susan';'Morar';'Satish';'7'
'2017.09.07';'07.37.18';'Malo';'Theresa';'Kho';'Judy';'10'
'2014.08.11';'17.31.18';'Bega';'Rafael';'Schmitz';'Rich';'5'
'2017.21.06';'16.36.24';'Lacambra';'Robert';'Nathan';'Larry';'10'
'2018.01.03';'08.48.06';'Winner';'Doug';'Stolmeier';'Vince';'9'
'2016.01.02';'01.27.40';'Taylor';'Jerry';'Powell';'Sherry';'6'
'2013.09.12';'03.51.33';'Torres';'Steven';'Beaurgeard';'Edward';'5'
'2014.31.03';'13.49.37';'Martyr';'Warren';'Hults';'Bob';'7'
'2014.29.05';'16.15.40';'Lawson';'Tony';'Vitt';'Lance';'8'
'2015.26.10';'06.21.27';'Durkee';'Jeff';'Vogl';'Frank';'9'
'2014.26.02';'12.07.55';'Park';'Shawn';'Keller';'Hymie';'8'
'2017.13.05';'09.18.33';'Hare';'Robert';'Hults';'Bob';'8'
'2017.20.08';'20.55.43';'Haleen';'Roger';'Schmitz';'Rich';'10'
'2014.14.11';'23.39.26';'Ali';'Danny';'Alvarez';'Mauricio A';'4'
'2013.25.07';'02.18.12';'Gullo';'William';'Trimble';'David';'4'
'2017.11.07';'09.18.20';'Bache';'Terance';'Wakeley';'Gene';'4'
'2013.18.06';'20.30.40';'Turner';'Mike';'Missimer';'Dennis';'7'
'2014.19.11';'04.35.56';'Urbano';'Jr Marcos';'Trotter';'Ralph';'6'
'2015.23.05';'02.43.24';'Resendez';'Jr Martin';'Anastas';'Vincent';'10'
'2016.20.10';'00.05.37';'Azevedo';'Ted';'Peterson';'Harry';'6'
'2016.18.07';'02.59.59';'Leitzmann';'Matthias';'Herston';'Robbie';'6'
'2017.22.09';'14.26.38';'Calder';'Terri';'Morrow';'Duncan';'7'
'2016.19.10';'15.05.01';'Grace';'Ted';'Long';'Chuck';'8'
'2016.29.01';'06.35.00';'Threadgill';'Dean';'Ginsberg';'Ben';'4'
'2016.30.09';'20.11.53';'Abel';'Ted';'Beaurgeard';'Edward';'8'
'2014.13.09';'05.31.41';'Talley';'Bill';'Hashimi';'Shubyer';'10'
'2017.21.06';'21.32.01';'Reed';'Samuel';'Hults';'Bob';'8'
'2018.21.03';'14.17.06';'Gifford';'P W';'Vanderholm';'Arnold';'7'
'2017.18.01';'07.40.06';'Bell';'Ted';'Hodges';'Tony';'6'
'2017.27.03';'13.41.29';'Himani';'Parvez';'Nicolas';'Marie';'9'
'2018.23.04';'00.50.49';'Hayward';'Donny';'Hawks';'Greg';'10'
'2014.21.12';'00.41.42';'Stump';'Hortencia';'Singh';'Anardeep';'8'
'2018.14.04';'04.19.48';'O\'Brien';'Mark';'Turnbull';'Porter DC';'7'
'2015.19.12';'01.06.19';'Mares';'Vencil';'Nicolas';'Marie';'7'
'2016.10.01';'18.43.31';'Carter';'Terry';'Gassa';'Lewis';'8'
'2015.23.04';'10.24.43';'Cox';'Ted';'Siler';'Chuck';'7'
'2015.27.09';'08.54.20';'Tauper';'Joseph';'Alvarez';'Mauricio A';'5'
'2016.17.01';'09.57.40';'Taylor';'Daniel';'Alvarez';'Mauricio A';'8'
'2016.10.07';'12.57.49';'Martirosian';'Hayk PE';'Wade';'Walt';'7'
'2017.11.01';'03.50.16';'Todd';'Annell';'Waller';'Ronnie';'6'
'2016.17.10';'08.08.59';'Himani';'Parvez';'Cook';'Steve';'4'
'2018.24.04';'22.03.23';'Harned';'Richard';'Kniefel';'Twila';'6'
'2014.11.02';'04.33.44';'Price';'Tracy';'Sims';'Michael';'4'
'2017.25.02';'02.45.20';'Telford';'Lynn';'Siler';'Chuck';'10'
'2015.22.10';'14.35.57';'Christensen';'Ed';'Sphaler';'Randy';'6'
'2017.18.10';'16.45.27';'Cox';'Terry L';'Salvemini';'Dominick';'8'
'2014.18.10';'03.07.14';'Cook';'Cathy';'Anastas';'Vincent';'6'
'2013.15.11';'18.59.56';'Perkins';'T Marc';'Shumaker';'Janet';'7'
'2017.03.07';'07.24.20';'Knight';'Debbie';'Evperprises';'Bayram';'4'
'2013.09.08';'08.00.07';'Nguyen';'Sang';'Byers';'Ray';'5'
'2017.03.10';'21.48.02';'Rasheed';'Sherrie';'Morrow';'Duncan';'10'
'2014.05.08';'21.33.08';'Sanchez';'Julie';'Ledbetter';'Tennie';'7'
'2015.14.05';'00.01.41';'Damman';'Richard C CPA';'Wade';'Walt';'6'
'2014.25.07';'19.26.59';'Breaux';'Dody';'Shumaker';'Janet';'8'
'2015.09.05';'07.38.51';'Lopez';'Jose';'Pompili';'Vince';'7'
'2017.12.11';'09.01.08';'Williams';'Terry';'Adams';'Van B';'6'
'2014.27.06';'22.53.43';'Conte';'Gail';'Warren';'Tom';'9'
'2014.07.07';'16.42.43';'White';'Tom';'Mehsling';'Brad';'6'
'2017.09.09';'21.01.32';'Donovan';'Terrence';'Ruark';'Keith';'8'
'2013.02.07';'19.03.17';'Zjawin';'Patricia';'Wade';'Walt';'9'
'2013.04.12';'02.43.05';'Rothacher';'Tom';'Shumaker';'Janet';'6'
'2014.23.09';'02.37.02';'Tagliapietra';'Don';'Holder';'Mary';'5'
'2016.18.11';'15.28.53';'Payne';'Griff';'Vitt';'Lance';'7'
'2013.27.12';'15.36.27';'Gonzales';'Juan';'Tucci';'Thomas';'9'
'2013.30.11';'11.04.14';'Person';'Tony';'Long';'Chuck';'9'
'2015.13.07';'20.52.31';'Tart';'Wade';'Vogel';'Randy';'4'
'2014.13.07';'06.14.14';'Dunlap';'Lin';'Ruark';'Keith';'5'
'2017.26.09';'21.59.48';'Friesz';'Carol';'Wade';'Walt';'7'
'2014.07.11';'04.13.58';'Trapp';'Tammy';'Vitt';'Lance';'10'
'2017.29.12';'10.12.01';'Doane';'Terryl V';'Pinkston';'Lisa';'8'
'2018.27.01';'09.39.30';'Tew';'Eddie';'Custer';'Renee';'4'
'2017.12.10';'11.58.03';'Hackenbruck';'Terry';'Nicolas';'Marie';'7'
'2016.21.12';'12.40.25';'Tejada';'Marco';'Wakeley';'Gene';'6'
'2014.27.01';'03.11.04';'White';'Teresa';'Dave';'Steven';'10'
'2015.26.06';'04.09.23';'Prince';'Janet';'Loeks';'Faye';'10'
'2017.22.07';'02.42.18';'Ivers';'Terri';'Long';'Chuck';'5'
'2013.03.07';'00.24.19';'Makkar';'Malvinder';'Hong';'Gil';'10'
'2014.08.04';'07.52.27';'Headley';'Ed';'Harrelson';'Ray';'8'
'2016.14.09';'07.41.21';'Baker';'Holly';'Hults';'Bob';'10'
'2014.30.06';'08.34.08';'Lewis';'Steve';'Hardy';'Bonnie';'7'
'2017.25.02';'19.05.22';'Nguyen';'Lisa';'Morar';'Satish';'5'
'2014.22.08';'07.34.58';'Perry';'David';'Aanestad';'Darrell';'6'
'2015.11.10';'17.45.41';'Loo';'Ray';'Walter';'Ralph';'8'
'2015.03.04';'08.08.41';'Zelch';'Clyde';'Maynes';'Eric';'8'
'2014.10.09';'08.10.02';'Wyrock';'Jr Stephen';'Vanzzini';'Daniel';'10'
'2014.26.08';'13.21.37';'Taliver';'Robert';'Hashimi';'Shubyer';'8'
'2017.21.03';'16.27.43';'Weaver';'Brad';'Ledbetter';'Tennie';'10'
'2014.06.04';'10.21.45';'Curtis';'Terry';'Sims';'Michael';'8'
'2015.16.08';'17.21.31';'Fingh';'Narvair';'Missimer';'Dennis';'10'
'2014.17.10';'11.28.59';'Mc';'Call Tameka';'Hakes';'Vicki';'6'
'2014.01.06';'11.45.26';'Tagliapietra';'Don';'Walton';'David';'8'
'2015.05.10';'20.38.36';'Sucilsky';'D';'Kho';'Judy';'9'
'2014.06.08';'20.22.58';'Tarlow';'Richard';'Vogel';'Randy';'9'
'2016.02.03';'14.15.35';'Taylor';'Donald';'Shumaker';'Janet';'9'
'2014.16.06';'19.41.22';'Shirley';'Thomas E';'Morrow';'Duncan';'5'
'2015.10.10';'03.49.19';'Tarter';'Terry';'Trotter';'Ralph';'9'
'2015.29.12';'17.23.45';'Taylor';'Robert';'Porter';'Robert';'5'
'2016.23.05';'20.06.56';'Le';'Pine Theodore';'Nathan';'Larry';'8'
'2016.02.03';'05.39.07';'Hoang';'Jim';'Workman';'Bill';'5'
'2015.11.10';'01.06.24';'Haas';'William L';'Kniefel';'Twila';'7'
'2017.07.07';'06.50.58';'Newsome';'Raymond DC';'Schmitz';'Rich';'6'
'2016.22.09';'14.37.41';'Kenne';'Ted';'Thomas';'Tobby';'9'
'2013.10.05';'15.28.34';'Stuckuy';'Richard';'Warren';'Tom';'9'
'2016.16.10';'08.40.40';'Scot';'Ted';'Waller';'Ronnie';'6'
'2013.23.05';'00.02.14';'Salven';'Hershel';'Hashimi';'Shubyer';'7'
'2016.04.08';'00.43.46';'Metz';'Chip';'Porter';'Robert';'10'
'2015.22.07';'16.35.10';'Hayes';'Freddie';'Vogel';'Randy';'10'
'2013.03.06';'17.57.56';'Torne';'Victor';'Usina';'Ralph';'4'
'2016.17.03';'20.26.20';'Tanaka';'Darrell';'Treese';'Marty';'4'
'2017.23.05';'03.25.35';'Watkins';'Jeff';'Porter';'Robert';'7'
'2014.10.01';'07.51.55';'White';'Trashanda';'Thomas';'Tobby';'6'
'2015.26.11';'15.54.03';'Michel';'John';'Hawks';'Greg';'7'
'2016.13.10';'04.18.57';'Viegas';'Ted';'Waggoner';'Wayne DC';'7'
'2014.21.08';'22.36.20';'Liapakis';'Erica';'Schmitz';'Rich';'10'
'2017.22.12';'00.10.03';'Beattie';'Terry';'Vogl';'Frank';'6'
'2014.15.11';'11.44.17';'Decker';'Adrian';'Sims';'Michael';'7'
'2016.02.11';'10.57.14';'Hendren';'Taylor';'Beaurgeard';'Edward';'8'
'2014.15.09';'13.39.44';'Needle';'David';'Ledbetter';'Tennie';'6'
'2017.13.05';'16.18.12';'Suggs';'Floyd';'Byers';'Ray';'10'
'2017.16.03';'03.50.03';'Brodsky';'Scott';'Brown';'Ted W OD';'9'
'2015.09.03';'08.33.04';'Halsey';'Charlie';'Usina';'Ralph';'6'
'2016.24.05';'18.37.04';'Stevens';'Tammy';'Waller';'Ronnie';'6'
'2016.17.08';'07.54.04';'Gross';'Robert L';'Santos';'Eldis';'7'
'2016.11.04';'17.38.34';'Abbey';'Art';'Nathan';'Larry';'4'
'2015.06.10';'15.46.36';'Pavolacci';'Rob';'Ruga';'Glenn';'10'
'2015.18.06';'15.30.05';'Heil';'Elisa';'Trimble';'David';'6'
'2013.03.11';'07.47.29';'Lees';'Thearesa';'Short';'John';'8'
'2013.21.08';'02.03.31';'Wineman';'Thomas';'Treese';'Marty';'6'
'2013.21.11';'00.48.55';'Shillo';'Trudy';'Alvarez';'Mauricio A';'4'
'2015.13.10';'13.07.52';'Sirmans';'Charles G';'Sphaler';'Randy';'6'
'2017.08.10';'05.00.13';'Patterson';'Traci';'Marcotte';'Ken';'9'
'2016.02.09';'03.07.21';'Smith';'Ann';'Hakes';'Vicki';'7'
'2017.18.10';'08.42.35';'Jean';'Fritz';'Ledbetter';'Tennie';'5'
'2016.28.09';'06.05.03';'Stahl';'Ted';'Treese';'Marty';'9'
'2015.13.11';'20.01.59';'Moon';'Helen';'Hardy';'Bonnie';'10'
'2016.24.07';'03.24.46';'Rollison';'Carl';'Casby';'Maria';'9'
'2013.08.09';'09.41.09';'Moyer';'Thomas';'Gianelli';'Richard';'8'
'2013.21.11';'19.07.46';'Nguyen';'Hoasch';'Hashimi';'Shubyer';'9'
'2015.28.02';'18.38.19';'Brookins';'Michael';'Vitt';'Lance';'5'
'2014.24.01';'23.53.47';'Bird';'Joy';'Greenwood';'Elida';'7'
'2015.10.08';'19.44.04';'Dolph';'Jonathan';'Maynes';'Eric';'6'
'2015.23.07';'00.38.20';'Underwood';'Angela';'Shumaker';'Janet';'9'
'2014.19.04';'04.35.40';'Moore';'Terry R';'Vanzzini';'Daniel';'8'
'2014.05.02';'23.49.21';'Cole';'Chris';'Dave';'Steven';'5'
'2014.13.12';'16.33.43';'Montbriand';'Ed';'Trimble';'David';'9'
'2013.25.07';'12.20.25';'Barraza';'Armida';'Hakes';'Vicki';'10'
'2014.24.05';'04.37.52';'Taylor';'Ralph';'Marcotte';'Ken';'10'
'2014.30.05';'20.51.58';'Lohmann';'J A';'Custer';'Renee';'10'
'2016.13.06';'16.18.09';'Bickers';'W H';'Short';'John';'5'
'2017.07.01';'06.59.00';'Orsbun';'Patrick';'Waggoner';'Wayne DC';'6'
'2015.29.09';'20.08.37';'Wray';'Leon';'Warren';'Tom';'6'
'2014.12.10';'00.55.20';'James';'Scott';'Ruga';'Glenn';'5'
'2014.10.01';'04.54.57';'Wilson';'Tim';'Thomas';'Tobby';'9'
'2016.12.05';'01.41.05';'Teal';'Brenda';'Siler';'Chuck';'4'
'2015.17.10';'00.23.17';'Mason';'Jesse';'Sims';'Michael';'6'
'2014.07.11';'17.23.17';'Davis';'Tammy';'Marcotte';'Ken';'9'
'2014.31.08';'00.28.01';'Rusnak';'Louis';'Herston';'Robbie';'6'
'2016.24.03';'07.24.26';'Moore';'Shelly';'Sims';'Michael';'8'
'2013.04.08';'14.40.26';'Grana';'Lorraine';'Warren';'Tom';'5'
'2014.01.09';'06.51.21';'Foster';'Kevin';'Brown';'Ted W OD';'10'
'2014.04.01';'04.02.23';'Fegert';'Joyce';'Maynes';'Eric';'10'
'2015.01.04';'21.43.01';'Nixon';'Tobias';'Mehsling';'Brad';'7'
'2015.26.11';'05.56.03';'Walton';'Tex';'Peterson';'Harry';'8'
'2016.04.10';'02.50.59';'Roberson';'Theodore';'Sims';'Michael';'8'
'2015.21.02';'23.34.12';'Weathers';'Matt';'Walton';'David';'5'
'2016.01.04';'12.53.01';'Faust';'Harry';'Thomas';'Tobby';'8'
'2016.07.12';'04.57.00';'Whisenhunt';'David';'Thomas';'Tobby';'10'
'2016.16.02';'21.36.01';'Taylor';'Mike';'Vogel';'Randy';'9'
'2016.09.03';'02.58.18';'Larouere';'Rick';'Tucci';'Thomas';'9'
'2015.05.06';'11.00.47';'Marshall';'Tina';'Moore';'Kitty';'5'
'2014.16.02';'07.11.07';'Thompson';'Larry';'Tuggle';'Jack';'8'
'2015.03.01';'00.33.00';'Powell';'William';'Shumaker';'Janet';'8'
'2017.26.06';'18.22.21';'Harris';'Terry';'Greenwood';'Elida';'5'
'2015.09.12';'04.49.04';'Taylor';'Steven';'Tucci';'Thomas';'5'
'2014.29.05';'08.57.00';'Pence';'Nita';'Morar';'Satish';'4'
'2015.08.09';'18.50.34';'Gino';'Terry';'Ginsberg';'Ben';'8'
'2014.04.07';'09.48.02';'Heil';'Elisa';'Casby';'Maria';'6'
'2016.23.10';'17.31.32';'Thopmson';'Gary';'Gianelli';'Richard';'6'
'2016.19.02';'11.19.45';'Taylor';'Patrick';'Carlson';'Jared';'7'
'2018.28.02';'08.19.31';'Newsome';'Raymond DC';'Singh';'Anardeep';'5'
'2014.15.10';'19.54.41';'Kafer';'Tony';'Ruga';'Glenn';'7'
'2015.22.03';'05.01.41';'Greene';'Robert';'Alvarez';'Mauricio A';'4'
'2015.05.10';'20.00.47';'Pragacz';'Walter';'Moore';'Kitty';'9'
'2015.27.12';'21.42.34';'Taylor';'Jeff';'Mcnaughton';'Jeffery';'4'
'2013.03.09';'21.58.40';'Scott';'Richard';'Sidy';'Victor';'9'
'2017.21.07';'22.41.01';'Berzas';'Paul';'Hawks';'Greg';'9'
'2017.26.01';'15.09.11';'Carrera';'Eduardo';'Greenwood';'Elida';'7'
'2015.07.03';'10.32.42';'Tomlinson';'Margi';'Ruark';'Keith';'4'
'2015.03.02';'09.40.07';'Giff';'Tim';'Kho';'Judy';'6'
'2013.27.07';'06.57.40';'Tegrotenhuis';'Duane';'Mehsling';'Brad';'4'
'2018.18.01';'14.26.48';'Melvin';'Tom';'Verrier';'William';'10'
'2016.17.06';'06.57.50';'Stisiak';'James';'Dave';'Steven';'10'
'2014.24.03';'02.08.06';'Cox';'Greg';'Dave';'Steven';'8'
'2018.03.04';'23.02.50';'Couch';'Eric';'Shumaker';'Janet';'4'
'2016.03.08';'10.05.57';'Lee';'Tham';'Waller';'Ronnie';'5'
'2015.13.04';'07.17.41';'Leavell';'Bill';'Cook';'Steve';'8'
'2016.10.06';'12.00.20';'Peitrondi';'Cheryl';'Powell';'Sherry';'7'
'2015.02.07';'20.22.30';'Tarkowski';'Robert';'Herston';'Robbie';'8'
'2014.27.04';'03.32.37';'Ghostrider';'Angela';'Thomas';'Tobby';'7'
'2013.28.05';'23.52.23';'Able';'Ted';'Trotter';'Ralph';'10'
'2017.17.04';'19.07.35';'Scottcarter';'D';'Vanderholm';'Arnold';'9'
'2014.17.08';'17.13.31';'Talbott';'Alan';'Vogl';'Frank';'8'
'2017.12.11';'17.21.52';'Kaul';'Louise';'Morrow';'Duncan';'8'
'2014.26.01';'19.17.51';'Hill';'Tim';'Maynes';'Eric';'8'
'2016.21.03';'03.36.47';'Anteliz';'Antonio';'Ledbetter';'Tennie';'8'
'2015.11.07';'00.19.53';'Wagner';'Teri';'Morrow';'Duncan';'10'
'2014.18.03';'10.43.36';'Mikula';'David';'Smith';'Willie';'8'
'2016.14.05';'10.46.32';'Patel';'Manish';'Casby';'Maria';'9'
'2016.31.08';'21.00.32';'Poole';'Sr T H';'Workman';'Bill';'6'
'2015.27.04';'23.57.35';'Pollansky';'Chuck';'Hults';'Bob';'5'
'2013.21.11';'20.53.39';'Lee';'Suyns';'Schmitz';'Rich';'10'
'2017.26.10';'03.07.06';'Paige';'Terry';'Tuggle';'Jack';'7'
'2015.20.03';'10.22.13';'Steenhodlt';'Terry';'Schmitz';'Rich';'9'
'2015.08.07';'18.51.43';'Hamby';'Eleanor';'Kempf';'Fred';'8'
'2017.14.11';'00.19.23';'Banning';'Terry J';'Maynes';'Eric';'6'
'2017.17.02';'15.37.16';'Lindeman';'Richard';'Dave';'Steven';'10'
'2018.20.02';'16.25.07';'Davis';'James';'Alvarez';'Mauricio A';'10'
'2017.19.01';'03.58.22';'Telford';'Jim';'Tucci';'Thomas';'6'
'2014.01.08';'00.40.46';'Sullivan';'Paul';'Thomas';'Tobby';'9'
'2014.05.11';'21.55.24';'Ward';'Tammy';'Peterson';'Harry';'7'
'2013.03.10';'02.43.11';'Cobb';'Charles W';'Holcombe';'Charles';'5'
'2017.25.04';'15.45.51';'Cruk';'Stoney';'Alvarez';'Mauricio A';'9'
'2017.06.01';'00.19.03';'Tessimond';'Terry';'Harrelson';'Ray';'7'
'2016.20.03';'23.41.29';'Bhagani';'Bharti';'Marcotte';'Ken';'10'
'2013.05.07';'07.18.55';'Barstad';'Tonia';'Wakeley';'Gene';'10'
'2015.12.04';'20.38.43';'Jauregui';'Louie';'Kho';'Judy';'4'
'2015.29.03';'11.56.50';'Lomedico';'Eugene';'Singh';'Anardeep';'5'
'2014.27.05';'02.34.57';'Sanford';'Ron';'Herston';'Robbie';'10'
'2015.29.06';'23.23.15';'Massey';'Curtis';'Ruga';'Glenn';'9'
'2015.05.06';'20.31.52';'Taylor';'Dale';'Schmitz';'Rich';'9'
'2014.02.09';'08.53.38';'Lakemore';'Karen';'Kempf';'Fred';'4'
'2017.09.12';'07.13.03';'Kosmecki';'Amy';'Hardy';'Bonnie';'4'
'2013.29.09';'20.15.22';'Reist';'Sr James';'Vanzzini';'Daniel';'5'
'2014.12.07';'23.07.26';'Doerr';'Stephanie';'Vanderholm';'Arnold';'4'
'2013.30.08';'08.53.25';'Jildeh';'Abed';'Moore';'Kitty';'10'
'2017.23.07';'03.35.54';'Cavnaugh';'Joan';'Walter';'Ralph';'6'
'2017.24.04';'23.12.02';'Wyszynski';'Kathy';'Terpstra';'Wayne';'6'
'2017.15.11';'00.20.57';'Corson';'Terry';'Jacobson';'Duane';'6'
'2017.18.10';'15.08.04';'Kizer';'Terry';'Olson';'Liz';'4'
'2014.11.03';'04.38.29';'Tankersley';'Bryan';'Alvarez';'Mauricio A';'6'
'2013.07.06';'01.10.32';'Jacobson';'Thomas';'Waller';'Ronnie';'4'
'2014.25.03';'17.06.17';'Walker';'Rex';'Hong';'Gil';'9'
'2016.22.11';'21.01.23';'Barbee';'Lloyd';'Pompili';'Vince';'10'
'2017.02.04';'02.18.16';'Templeton';'Tim';'Treese';'Marty';'8'
'2017.28.11';'09.14.40';'Beets';'Terry';'Treese';'Marty';'7'
'2015.05.03';'00.48.55';'Sutton';'Loretta';'Porter';'Robert';'5'
'2015.01.02';'22.42.46';'Bird';'Joy';'Hults';'Bob';'10'
'2015.21.12';'10.05.38';'Walker';'Greg';'Porter';'Robert';'6'
'2015.18.12';'11.31.39';'Bush';'Taylor';'Turnbull';'Porter DC';'5'
'2015.16.07';'09.36.42';'Robertson';'James';'Walker';'Ralph';'4'
'2014.08.02';'20.54.18';'Allen';'Jim';'Pinkston';'Lisa';'7'
'2015.11.12';'10.01.40';'Harada';'Yutaka';'Greenwood';'Elida';'8'
'2018.24.02';'03.57.55';'Young';'John';'Brown';'Ted W OD';'7'
'2017.22.03';'21.15.40';'Rayfield';'Rick';'Vogl';'Frank';'5'
'2016.13.02';'11.24.55';'Taylor';'Mike';'Byers';'Ray';'10'
'2015.10.09';'12.47.41';'Powell';'Rick';'Terpstra';'Wayne';'8'
'2014.13.12';'13.48.22';'Martin';'Karen';'Hults';'Bob';'5'
'2014.10.12';'16.32.03';'Lamoureux';'Erin';'Herston';'Robbie';'4'
'2018.29.03';'11.56.50';'Ray';'R H';'Ledbetter';'Tennie';'8'
'2016.03.01';'06.25.50';'Smith';'Craig D';'Pompili';'Vince';'8'
'2015.29.08';'17.59.48';'Tat';'Ha';'Casby';'Maria';'10'
'2013.17.10';'15.48.50';'Dial';'Pat';'Medley';'Michelle';'9'
'2014.26.10';'23.22.03';'White';'Tammy';'Ledbetter';'Tennie';'9'
'2015.16.05';'10.50.43';'Muscat';'Joseph A';'Porter';'Robert';'10'
'2016.18.04';'07.41.44';'Ouellette';'Tammy';'Stolmeier';'Vince';'9'
'2018.30.03';'05.55.48';'Connell';'Terry';'Tuggle';'Jack';'5'
'2017.29.03';'20.26.58';'Temple';'Vernon';'Keller';'Hymie';'6'
'2017.14.11';'13.47.40';'Leinweber';'Connie';'Thaxton';'Paul';'10'
'2018.30.04';'10.21.02';'Thorn';'Jack';'Terpstra';'Wayne';'4'
'2014.22.11';'18.17.46';'Kalinoski';'Mark';'Long';'Chuck';'5'
'2018.15.03';'01.31.58';'Haworth';'Ed';'Nathan';'Larry';'6'
'2014.02.03';'09.50.34';'Tam';'Kim';'Trusty';'Arnold';'10'
'2015.07.02';'21.15.06';'Tenesap';'Mario';'Beaurgeard';'Edward';'6'
'2017.21.12';'05.12.26';'Dockry';'Chris';'Beaurgeard';'Edward';'7'
'2014.01.02';'09.26.37';'Stovall';'Ruby';'Mcnaughton';'Jeffery';'6'
'2015.20.12';'02.38.34';'Taylor';'William H';'Trimble';'David';'9'
'2013.15.10';'18.08.39';'Kollie';'Philip';'Hamilton';'David';'9'
'2015.03.03';'02.47.48';'Lown';'Ashley';'Shumaker';'Janet';'6'
'2017.26.06';'23.50.47';'Gomez';'Mina';'Vogl';'Frank';'6'
'2017.06.10';'16.54.42';'Churchman';'Terry';'Holder';'Mary';'8'
'2013.21.09';'02.34.18';'Wild';'Larry';'Ledbetter';'Tennie';'5'
'2015.25.08';'23.03.32';'Rumor';'Joe';'Treese';'Marty';'10'
'2016.29.03';'20.08.04';'Lapierre';'Maureen';'Siler';'Chuck';'6'
'2017.07.01';'13.58.10';'Kanahele';'Gloria';'Waggoner';'Wayne DC';'5'
'2016.08.12';'18.20.09';'Jones';'Jeff';'Peterson';'Harry';'4'
'2013.02.08';'03.30.11';'Stiveson';'George';'Gianelli';'Richard';'7'
'2013.16.08';'03.09.21';'Catalanotto';'Tony';'Ginsberg';'Ben';'4'
'2014.23.01';'18.19.59';'Tarson';'Bob';'Vanderholm';'Arnold';'10'
'2015.02.09';'12.11.21';'Tate';'Zachary';'Vogel';'Randy';'7'
'2017.17.01';'13.28.23';'Watkins';'Jeff';'Jacobson';'Duane';'7'
